id,city,month,match_type,team,batsman,position,bowler,over_no,ball_no,venue,wicket_out,score
17179,Mirpur,March,ODI,India,RA Jadeja,7,Saeed Ajmal,48,6,Shere Bangla National Stadium,False,1
17180,Mirpur,March,ODI,India,RA Jadeja,7,Junaid Khan,49,1,Shere Bangla National Stadium,False,2
17181,Mirpur,March,ODI,India,RA Jadeja,7,Junaid Khan,49,2,Shere Bangla National Stadium,False,2
17182,Mirpur,March,ODI,India,RA Jadeja,7,Junaid Khan,49,3,Shere Bangla National Stadium,False,1
17183,Mirpur,March,ODI,India,A Mishra,10,Junaid Khan,49,4,Shere Bangla National Stadium,False,1
17184,Mirpur,March,ODI,India,RA Jadeja,7,Junaid Khan,49,5,Shere Bangla National Stadium,False,0
17185,Mirpur,March,ODI,India,RA Jadeja,7,Junaid Khan,49,6,Shere Bangla National Stadium,False,1
17186,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,0,1,Shere Bangla National Stadium,False,1
17187,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,0,2,Shere Bangla National Stadium,False,1
17188,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,0,3,Shere Bangla National Stadium,False,0
17189,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,0,4,Shere Bangla National Stadium,False,4
17190,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,0,5,Shere Bangla National Stadium,False,1
17191,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,0,6,Shere Bangla National Stadium,False,0
17192,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,0,7,Shere Bangla National Stadium,False,0
17193,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,1,Shere Bangla National Stadium,False,0
17194,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,2,Shere Bangla National Stadium,False,0
17195,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,3,Shere Bangla National Stadium,False,4
17196,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,4,Shere Bangla National Stadium,False,0
17197,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,5,Shere Bangla National Stadium,False,0
17198,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,1,6,Shere Bangla National Stadium,False,2
17199,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,1,Shere Bangla National Stadium,False,0
17200,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,2,Shere Bangla National Stadium,False,0
17201,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,3,Shere Bangla National Stadium,False,0
17202,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,4,Shere Bangla National Stadium,False,0
17203,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,5,Shere Bangla National Stadium,False,4
17204,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,2,6,Shere Bangla National Stadium,False,0
17205,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,1,Shere Bangla National Stadium,False,0
17206,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,2,Shere Bangla National Stadium,False,0
17207,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,3,Shere Bangla National Stadium,False,0
17208,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,4,Shere Bangla National Stadium,False,0
17209,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,5,Shere Bangla National Stadium,False,0
17210,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,3,6,Shere Bangla National Stadium,False,4
17211,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,4,1,Shere Bangla National Stadium,False,1
17212,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,4,2,Shere Bangla National Stadium,False,0
17213,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,4,3,Shere Bangla National Stadium,False,1
17214,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,4,4,Shere Bangla National Stadium,False,0
17215,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,4,5,Shere Bangla National Stadium,False,0
17216,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,4,6,Shere Bangla National Stadium,False,1
17217,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,4,7,Shere Bangla National Stadium,False,0
17218,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,5,1,Shere Bangla National Stadium,False,0
17219,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,5,2,Shere Bangla National Stadium,False,0
17220,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,5,3,Shere Bangla National Stadium,False,1
17221,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,5,4,Shere Bangla National Stadium,False,2
17222,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,5,5,Shere Bangla National Stadium,False,4
17223,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,5,6,Shere Bangla National Stadium,False,4
17224,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,6,1,Shere Bangla National Stadium,False,0
17225,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,6,2,Shere Bangla National Stadium,False,4
17226,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,6,3,Shere Bangla National Stadium,False,0
17227,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,B Kumar,6,4,Shere Bangla National Stadium,False,1
17228,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,6,5,Shere Bangla National Stadium,False,4
17229,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,6,6,Shere Bangla National Stadium,False,1
17230,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,B Kumar,6,7,Shere Bangla National Stadium,False,0
17231,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,Mohammed Shami,7,1,Shere Bangla National Stadium,False,1
17232,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,7,2,Shere Bangla National Stadium,False,0
17233,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,7,3,Shere Bangla National Stadium,False,6
17234,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,7,4,Shere Bangla National Stadium,False,0
17235,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,7,5,Shere Bangla National Stadium,False,4
17236,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,Mohammed Shami,7,6,Shere Bangla National Stadium,False,0
17237,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,1,Shere Bangla National Stadium,False,0
17238,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,2,Shere Bangla National Stadium,False,2
17239,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,3,Shere Bangla National Stadium,False,0
17240,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,4,Shere Bangla National Stadium,False,0
17241,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,5,Shere Bangla National Stadium,False,0
17242,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,8,6,Shere Bangla National Stadium,False,0
17243,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,RA Jadeja,9,1,Shere Bangla National Stadium,False,0
17244,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,RA Jadeja,9,2,Shere Bangla National Stadium,False,0
17245,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,RA Jadeja,9,3,Shere Bangla National Stadium,False,1
17246,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,9,4,Shere Bangla National Stadium,False,0
17247,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,9,5,Shere Bangla National Stadium,False,4
17248,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,9,6,Shere Bangla National Stadium,False,4
17249,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,R Ashwin,10,1,Shere Bangla National Stadium,False,1
17250,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,10,2,Shere Bangla National Stadium,False,1
17251,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,R Ashwin,10,3,Shere Bangla National Stadium,False,0
17252,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,R Ashwin,10,4,Shere Bangla National Stadium,False,1
17253,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,R Ashwin,10,5,Shere Bangla National Stadium,False,1
17254,Mirpur,March,ODI,Pakistan,Sharjeel Khan,1,R Ashwin,10,6,Shere Bangla National Stadium,True,0
17255,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,11,1,Shere Bangla National Stadium,False,1
17256,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,11,2,Shere Bangla National Stadium,False,1
17257,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,11,3,Shere Bangla National Stadium,False,1
17258,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,11,4,Shere Bangla National Stadium,False,6
17259,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,11,5,Shere Bangla National Stadium,False,0
17260,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,11,6,Shere Bangla National Stadium,False,0
17261,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,A Mishra,12,1,Shere Bangla National Stadium,False,0
17262,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,A Mishra,12,2,Shere Bangla National Stadium,False,0
17263,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,A Mishra,12,3,Shere Bangla National Stadium,False,1
17264,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,12,4,Shere Bangla National Stadium,False,0
17265,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,12,5,Shere Bangla National Stadium,False,0
17266,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,12,6,Shere Bangla National Stadium,False,0
17267,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,13,1,Shere Bangla National Stadium,False,3
17268,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,13,2,Shere Bangla National Stadium,False,0
17269,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,13,3,Shere Bangla National Stadium,False,1
17270,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,RA Jadeja,13,4,Shere Bangla National Stadium,False,1
17271,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,13,5,Shere Bangla National Stadium,False,2
17272,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,13,6,Shere Bangla National Stadium,False,1
17273,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,14,1,Shere Bangla National Stadium,False,0
17274,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,14,2,Shere Bangla National Stadium,False,0
17275,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,14,3,Shere Bangla National Stadium,False,2
17276,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,14,4,Shere Bangla National Stadium,False,0
17277,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,14,5,Shere Bangla National Stadium,False,1
17278,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,A Mishra,14,6,Shere Bangla National Stadium,False,1
17279,Mirpur,March,ODI,Pakistan,Ahmed Shehzad,2,A Mishra,14,7,Shere Bangla National Stadium,True,0
17280,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,15,1,Shere Bangla National Stadium,False,1
17281,Mirpur,March,ODI,Pakistan,Misbah-ul-Haq,4,Mohammed Shami,15,2,Shere Bangla National Stadium,False,1
17282,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,15,3,Shere Bangla National Stadium,False,1
17283,Mirpur,March,ODI,Pakistan,Misbah-ul-Haq,4,Mohammed Shami,15,4,Shere Bangla National Stadium,False,0
17284,Mirpur,March,ODI,Pakistan,Misbah-ul-Haq,4,Mohammed Shami,15,5,Shere Bangla National Stadium,False,0
17285,Mirpur,March,ODI,Pakistan,Misbah-ul-Haq,4,Mohammed Shami,15,6,Shere Bangla National Stadium,False,0
17286,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,16,1,Shere Bangla National Stadium,False,0
17489,Mirpur,March,ODI,Pakistan,Shahid Afridi,7,R Ashwin,49,4,Shere Bangla National Stadium,False,6
17287,Mirpur,March,ODI,Pakistan,Misbah-ul-Haq,3,A Mishra,16,2,Shere Bangla National Stadium,False,0
17288,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,16,3,Shere Bangla National Stadium,False,0
17289,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,16,4,Shere Bangla National Stadium,False,0
17290,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,16,5,Shere Bangla National Stadium,False,1
17291,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,16,6,Shere Bangla National Stadium,False,0
17292,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,17,1,Shere Bangla National Stadium,False,0
17293,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,17,2,Shere Bangla National Stadium,False,0
17294,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,17,3,Shere Bangla National Stadium,False,0
17295,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,17,4,Shere Bangla National Stadium,False,0
17296,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,17,5,Shere Bangla National Stadium,False,1
17297,Mirpur,March,ODI,Pakistan,Umar Akmal,5,RA Jadeja,17,6,Shere Bangla National Stadium,False,0
17298,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,18,1,Shere Bangla National Stadium,False,1
17299,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,18,2,Shere Bangla National Stadium,False,0
17300,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,18,3,Shere Bangla National Stadium,False,0
17301,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,18,4,Shere Bangla National Stadium,False,0
17302,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,18,5,Shere Bangla National Stadium,False,0
17303,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,18,6,Shere Bangla National Stadium,False,0
17304,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,19,1,Shere Bangla National Stadium,False,3
17305,Mirpur,March,ODI,Pakistan,Umar Akmal,5,RA Jadeja,19,2,Shere Bangla National Stadium,False,1
17306,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,19,3,Shere Bangla National Stadium,False,4
17307,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,19,4,Shere Bangla National Stadium,False,0
17308,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,19,5,Shere Bangla National Stadium,False,1
17309,Mirpur,March,ODI,Pakistan,Umar Akmal,5,RA Jadeja,19,6,Shere Bangla National Stadium,False,1
17310,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,20,1,Shere Bangla National Stadium,False,0
17311,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,20,2,Shere Bangla National Stadium,False,0
17312,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,20,3,Shere Bangla National Stadium,False,0
17313,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,20,4,Shere Bangla National Stadium,False,1
17314,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,20,5,Shere Bangla National Stadium,False,0
17315,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,20,6,Shere Bangla National Stadium,False,0
17316,Mirpur,March,ODI,Pakistan,Umar Akmal,5,R Ashwin,21,1,Shere Bangla National Stadium,False,0
17317,Mirpur,March,ODI,Pakistan,Umar Akmal,5,R Ashwin,21,2,Shere Bangla National Stadium,False,1
17318,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,21,3,Shere Bangla National Stadium,False,0
17319,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,21,4,Shere Bangla National Stadium,False,0
17320,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,21,5,Shere Bangla National Stadium,False,1
17321,Mirpur,March,ODI,Pakistan,Umar Akmal,5,R Ashwin,21,6,Shere Bangla National Stadium,False,0
17322,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,22,1,Shere Bangla National Stadium,False,1
17323,Mirpur,March,ODI,Pakistan,Umar Akmal,5,A Mishra,22,2,Shere Bangla National Stadium,True,0
17324,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,22,3,Shere Bangla National Stadium,False,0
17325,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,22,4,Shere Bangla National Stadium,False,0
17326,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,22,5,Shere Bangla National Stadium,False,1
17327,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,22,6,Shere Bangla National Stadium,False,0
17328,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,23,1,Shere Bangla National Stadium,False,1
17329,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,23,2,Shere Bangla National Stadium,False,0
17330,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,23,3,Shere Bangla National Stadium,False,1
17331,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,23,4,Shere Bangla National Stadium,False,0
17332,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,23,5,Shere Bangla National Stadium,False,2
17333,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,23,6,Shere Bangla National Stadium,False,0
17334,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,24,1,Shere Bangla National Stadium,False,1
17335,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,24,2,Shere Bangla National Stadium,False,2
17336,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,24,3,Shere Bangla National Stadium,False,0
17337,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,24,4,Shere Bangla National Stadium,False,1
17338,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,24,5,Shere Bangla National Stadium,False,0
17339,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,24,6,Shere Bangla National Stadium,False,1
17340,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,25,1,Shere Bangla National Stadium,False,1
17341,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,25,2,Shere Bangla National Stadium,False,0
17342,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,25,3,Shere Bangla National Stadium,False,0
17343,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,25,4,Shere Bangla National Stadium,False,4
17344,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,25,5,Shere Bangla National Stadium,False,0
17345,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,25,6,Shere Bangla National Stadium,False,0
17346,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,26,1,Shere Bangla National Stadium,False,1
17347,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,A Mishra,26,2,Shere Bangla National Stadium,False,1
17348,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,26,3,Shere Bangla National Stadium,False,0
17349,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,26,4,Shere Bangla National Stadium,False,0
17350,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,26,5,Shere Bangla National Stadium,False,0
17351,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,A Mishra,26,6,Shere Bangla National Stadium,False,0
17352,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,27,1,Shere Bangla National Stadium,False,0
17353,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,27,2,Shere Bangla National Stadium,False,0
17354,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,27,3,Shere Bangla National Stadium,False,1
17355,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,27,4,Shere Bangla National Stadium,False,1
17356,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,27,5,Shere Bangla National Stadium,False,1
17357,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,27,6,Shere Bangla National Stadium,False,0
17358,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,28,1,Shere Bangla National Stadium,False,0
17359,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,RA Jadeja,28,2,Shere Bangla National Stadium,False,1
17360,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,28,3,Shere Bangla National Stadium,False,0
17361,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,28,4,Shere Bangla National Stadium,False,2
17362,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,28,5,Shere Bangla National Stadium,False,0
17363,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,RA Jadeja,28,6,Shere Bangla National Stadium,False,0
17364,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,29,1,Shere Bangla National Stadium,False,1
17365,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,29,2,Shere Bangla National Stadium,False,0
17366,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,29,3,Shere Bangla National Stadium,False,0
17367,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,29,4,Shere Bangla National Stadium,False,4
17368,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,R Ashwin,29,5,Shere Bangla National Stadium,False,1
17369,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,29,6,Shere Bangla National Stadium,False,0
17370,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,30,1,Shere Bangla National Stadium,False,1
17371,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,30,2,Shere Bangla National Stadium,False,0
17372,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,30,3,Shere Bangla National Stadium,False,1
17373,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,30,4,Shere Bangla National Stadium,False,0
17374,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,30,5,Shere Bangla National Stadium,False,0
17375,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,30,6,Shere Bangla National Stadium,False,0
17376,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,1,Shere Bangla National Stadium,False,0
17377,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,2,Shere Bangla National Stadium,False,0
17378,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,3,Shere Bangla National Stadium,False,0
17379,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,4,Shere Bangla National Stadium,False,0
17380,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,5,Shere Bangla National Stadium,False,0
17381,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,31,6,Shere Bangla National Stadium,False,1
17382,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,32,1,Shere Bangla National Stadium,False,0
17383,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,32,2,Shere Bangla National Stadium,False,0
17384,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,32,3,Shere Bangla National Stadium,False,0
17385,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,32,4,Shere Bangla National Stadium,False,1
17386,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,32,5,Shere Bangla National Stadium,False,4
17387,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,32,6,Shere Bangla National Stadium,False,0
17388,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,33,1,Shere Bangla National Stadium,False,0
17389,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,33,2,Shere Bangla National Stadium,False,0
17390,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,33,3,Shere Bangla National Stadium,False,0
17391,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,33,4,Shere Bangla National Stadium,False,1
17392,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,B Kumar,33,5,Shere Bangla National Stadium,False,1
17393,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,B Kumar,33,6,Shere Bangla National Stadium,False,1
17394,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,34,1,Shere Bangla National Stadium,False,0
17395,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,34,2,Shere Bangla National Stadium,False,2
17396,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,34,3,Shere Bangla National Stadium,False,0
17397,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,34,4,Shere Bangla National Stadium,False,0
17398,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,Mohammed Shami,34,5,Shere Bangla National Stadium,False,1
17399,Mirpur,March,ODI,Pakistan,Sohaib Maqsood,6,Mohammed Shami,34,6,Shere Bangla National Stadium,False,0
17400,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,35,1,Shere Bangla National Stadium,False,0
17401,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,35,2,Shere Bangla National Stadium,False,0
17402,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,35,3,Shere Bangla National Stadium,False,0
17403,Mirpur,March,ODI,Pakistan,Mohammad Hafeez,3,R Ashwin,35,4,Shere Bangla National Stadium,False,1
